datetime,event_type,all_day
1567-09-23T21:34:35+00:00,Autumnal Equinox,True
1567-12-22T10:27:08+00:00,Winter Solstice,True
1568-03-20T14:37:56+00:00,Vernal Equinox,True
1568-06-21T16:21:36+00:00,Summer Solstice,True
1568-09-23T03:28:50+00:00,Autumnal Equinox,True
1568-12-21T16:28:00+00:00,Winter Solstice,True
1569-03-20T20:32:04+00:00,Vernal Equinox,True
1569-06-21T22:13:36+00:00,Summer Solstice,True
1569-09-23T09:17:57+00:00,Autumnal Equinox,True
1569-12-21T22:14:11+00:00,Winter Solstice,True
1570-03-21T02:15:25+00:00,Vernal Equinox,True
1570-06-22T04:03:40+00:00,Summer Solstice,True
1570-09-23T15:10:41+00:00,Autumnal Equinox,True
1570-12-22T04:11:47+00:00,Winter Solstice,True
1571-03-21T08:14:41+00:00,Vernal Equinox,True
1571-06-22T09:55:43+00:00,Summer Solstice,True
1571-09-23T20:55:58+00:00,Autumnal Equinox,True
1571-12-22T10:04:26+00:00,Winter Solstice,True
1572-03-20T14:12:38+00:00,Vernal Equinox,True
1572-06-21T15:41:30+00:00,Summer Solstice,True
1572-09-23T02:43:30+00:00,Autumnal Equinox,True
1572-12-21T15:47:53+00:00,Winter Solstice,True
1573-03-20T19:52:26+00:00,Vernal Equinox,True
1573-06-21T21:27:35+00:00,Summer Solstice,True
1573-09-23T08:40:34+00:00,Autumnal Equinox,True
1573-12-21T21:43:06+00:00,Winter Solstice,True
1574-03-21T01:48:13+00:00,Vernal Equinox,True
1574-06-22T03:26:39+00:00,Summer Solstice,True
1574-09-23T14:25:54+00:00,Autumnal Equinox,True
1574-12-22T03:28:08+00:00,Winter Solstice,True
1575-03-21T07:36:22+00:00,Vernal Equinox,True
1575-06-22T09:12:39+00:00,Summer Solstice,True
1575-09-23T20:09:48+00:00,Autumnal Equinox,True
1575-12-22T09:16:19+00:00,Winter Solstice,True
1576-03-20T13:18:16+00:00,Vernal Equinox,True
1576-06-21T14:52:35+00:00,Summer Solstice,True
1576-09-23T01:59:23+00:00,Autumnal Equinox,True
1576-12-21T15:11:01+00:00,Winter Solstice,True
1577-03-20T19:10:12+00:00,Vernal Equinox,True
1577-06-21T20:41:17+00:00,Summer Solstice,True
1577-09-23T07:45:16+00:00,Autumnal Equinox,True
1577-12-21T20:47:23+00:00,Winter Solstice,True
1578-03-21T00:48:38+00:00,Vernal Equinox,True
1578-06-22T02:24:34+00:00,Summer Solstice,True
1578-09-23T13:33:42+00:00,Autumnal Equinox,True
1578-12-22T02:35:16+00:00,Winter Solstice,True
1579-03-21T06:39:18+00:00,Vernal Equinox,True
1579-06-22T08:11:32+00:00,Summer Solstice,True
1579-09-23T19:18:03+00:00,Autumnal Equinox,True
1579-12-22T08:25:52+00:00,Winter Solstice,True
1580-03-20T12:28:58+00:00,Vernal Equinox,True
1580-06-21T13:54:08+00:00,Summer Solstice,True
1580-09-23T01:01:57+00:00,Autumnal Equinox,True
1580-12-21T14:10:01+00:00,Winter Solstice,True
1581-03-20T18:02:31+00:00,Vernal Equinox,True
1581-06-21T19:35:24+00:00,Summer Solstice,True
1581-09-23T06:55:02+00:00,Autumnal Equinox,True
1581-12-21T20:07:00+00:00,Winter Solstice,True
1582-03-20T23:56:47+00:00,Vernal Equinox,True
1582-06-22T01:31:22+00:00,Summer Solstice,True
1582-09-23T12:40:04+00:00,Autumnal Equinox,True
1582-12-22T01:54:54+00:00,Winter Solstice,True
1583-03-21T05:51:50+00:00,Vernal Equinox,True
1583-06-22T07:17:24+00:00,Summer Solstice,True
1583-09-23T18:25:18+00:00,Autumnal Equinox,True
1583-12-22T07:43:28+00:00,Winter Solstice,True
1584-03-20T11:40:04+00:00,Vernal Equinox,True
1584-06-21T12:58:11+00:00,Summer Solstice,True
1584-09-23T00:18:03+00:00,Autumnal Equinox,True
1584-12-21T13:39:28+00:00,Winter Solstice,True
1585-03-20T17:37:49+00:00,Vernal Equinox,True
1585-06-21T18:55:02+00:00,Summer Solstice,True
1585-09-23T06:09:13+00:00,Autumnal Equinox,True
1585-12-21T19:23:09+00:00,Winter Solstice,True
1586-03-20T23:23:05+00:00,Vernal Equinox,True
1586-06-22T00:47:10+00:00,Summer Solstice,True
1586-09-23T11:59:28+00:00,Autumnal Equinox,True
1586-12-22T01:15:51+00:00,Winter Solstice,True
1587-03-21T05:15:51+00:00,Vernal Equinox,True
1587-06-22T06:40:30+00:00,Summer Solstice,True
1587-09-23T17:47:34+00:00,Autumnal Equinox,True
1587-12-22T07:11:04+00:00,Winter Solstice,True
1588-03-20T11:11:37+00:00,Vernal Equinox,True
1588-06-21T12:31:30+00:00,Summer Solstice,True
1588-09-22T23:36:46+00:00,Autumnal Equinox,True
1588-12-21T12:56:08+00:00,Winter Solstice,True
1589-03-20T16:50:06+00:00,Vernal Equinox,True
1589-06-21T18:15:41+00:00,Summer Solstice,True
1589-09-23T05:34:19+00:00,Autumnal Equinox,True
1589-12-21T18:49:42+00:00,Winter Solstice,True
1590-03-20T22:44:03+00:00,Vernal Equinox,True
1590-06-22T00:13:17+00:00,Summer Solstice,True
1590-09-23T11:26:09+00:00,Autumnal Equinox,True
1590-12-22T00:37:46+00:00,Winter Solstice,True
1591-03-21T04:37:48+00:00,Vernal Equinox,True
1591-06-22T06:00:30+00:00,Summer Solstice,True
1591-09-23T17:13:58+00:00,Autumnal Equinox,True
1591-12-22T06:28:07+00:00,Winter Solstice,True
1592-03-20T10:18:29+00:00,Vernal Equinox,True
1592-06-21T11:36:25+00:00,Summer Solstice,True
1592-09-22T23:03:35+00:00,Autumnal Equinox,True
1592-12-21T12:25:53+00:00,Winter Solstice,True
1593-03-20T16:09:32+00:00,Vernal Equinox,True
1593-06-21T17:28:26+00:00,Summer Solstice,True
1593-09-23T04:51:29+00:00,Autumnal Equinox,True
1593-12-21T18:12:51+00:00,Winter Solstice,True
1594-03-20T21:55:22+00:00,Vernal Equinox,True
1594-06-21T23:14:17+00:00,Summer Solstice,True
1594-09-23T10:35:11+00:00,Autumnal Equinox,True
1594-12-22T00:01:12+00:00,Winter Solstice,True
1595-03-21T03:46:52+00:00,Vernal Equinox,True
1595-06-22T04:58:27+00:00,Summer Solstice,True
1595-09-23T16:18:16+00:00,Autumnal Equinox,True
1595-12-22T05:51:27+00:00,Winter Solstice,True
1596-03-20T09:44:15+00:00,Vernal Equinox,True
1596-06-21T10:46:39+00:00,Summer Solstice,True
1596-09-22T22:04:16+00:00,Autumnal Equinox,True
1596-12-21T11:32:37+00:00,Winter Solstice,True
1597-03-20T15:21:40+00:00,Vernal Equinox,True
1597-06-21T16:27:53+00:00,Summer Solstice,True
1597-09-23T03:53:50+00:00,Autumnal Equinox,True
1597-12-21T17:21:44+00:00,Winter Solstice,True
1598-03-20T21:10:50+00:00,Vernal Equinox,True
1598-06-21T22:25:08+00:00,Summer Solstice,True
1598-09-23T09:40:58+00:00,Autumnal Equinox,True
1598-12-21T23:09:30+00:00,Winter Solstice,True
1599-03-21T03:03:28+00:00,Vernal Equinox,True
1599-06-22T04:14:24+00:00,Summer Solstice,True
1599-09-23T15:24:18+00:00,Autumnal Equinox,True
1599-12-22T04:55:27+00:00,Winter Solstice,True
1600-03-20T08:42:55+00:00,Vernal Equinox,True
1600-06-21T09:50:28+00:00,Summer Solstice,True
1600-09-22T21:13:06+00:00,Autumnal Equinox,True
1600-12-21T10:48:00+00:00,Winter Solstice,True
1601-03-20T14:34:30+00:00,Vernal Equinox,True
1601-06-21T15:44:50+00:00,Summer Solstice,True
1601-09-23T03:06:44+00:00,Autumnal Equinox,True
1601-12-21T16:31:43+00:00,Winter Solstice,True
1602-03-20T20:20:46+00:00,Vernal Equinox,True
1602-06-21T21:33:08+00:00,Summer Solstice,True
1602-09-23T08:55:48+00:00,Autumnal Equinox,True
1602-12-21T22:18:48+00:00,Winter Solstice,True
1603-03-21T02:09:05+00:00,Vernal Equinox,True
1603-06-22T03:18:28+00:00,Summer Solstice,True
1603-09-23T14:44:19+00:00,Autumnal Equinox,True
1603-12-22T04:14:59+00:00,Winter Solstice,True
1604-03-20T08:03:29+00:00,Vernal Equinox,True
1604-06-21T09:09:53+00:00,Summer Solstice,True
1604-09-22T20:35:50+00:00,Autumnal Equinox,True
1604-12-21T10:05:58+00:00,Winter Solstice,True
1605-03-20T13:42:22+00:00,Vernal Equinox,True
1605-06-21T14:52:37+00:00,Summer Solstice,True
1605-09-23T02:27:27+00:00,Autumnal Equinox,True
1605-12-21T16:01:44+00:00,Winter Solstice,True
1606-03-20T19:35:45+00:00,Vernal Equinox,True
1606-06-21T20:49:31+00:00,Summer Solstice,True
1606-09-23T08:19:02+00:00,Autumnal Equinox,True
1606-12-21T21:56:07+00:00,Winter Solstice,True
1607-03-21T01:37:35+00:00,Vernal Equinox,True
1607-06-22T02:40:38+00:00,Summer Solstice,True
1607-09-23T14:06:10+00:00,Autumnal Equinox,True
1607-12-22T03:45:03+00:00,Winter Solstice,True
1608-03-20T07:24:41+00:00,Vernal Equinox,True
1608-06-21T08:17:26+00:00,Summer Solstice,True
1608-09-22T19:55:55+00:00,Autumnal Equinox,True
1608-12-21T09:40:06+00:00,Winter Solstice,True
1609-03-20T13:20:05+00:00,Vernal Equinox,True
1609-06-21T14:15:14+00:00,Summer Solstice,True
1609-09-23T01:49:24+00:00,Autumnal Equinox,True
1609-12-21T15:27:26+00:00,Winter Solstice,True
1610-03-20T19:08:43+00:00,Vernal Equinox,True
1610-06-21T20:07:37+00:00,Summer Solstice,True
1610-09-23T07:33:58+00:00,Autumnal Equinox,True
1610-12-21T21:14:29+00:00,Winter Solstice,True
1611-03-21T00:57:04+00:00,Vernal Equinox,True
1611-06-22T01:53:21+00:00,Summer Solstice,True
1611-09-23T13:17:40+00:00,Autumnal Equinox,True
1611-12-22T03:06:25+00:00,Winter Solstice,True
1612-03-20T06:49:58+00:00,Vernal Equinox,True
1612-06-21T07:44:35+00:00,Summer Solstice,True
1612-09-22T19:07:34+00:00,Autumnal Equinox,True
1612-12-21T08:50:30+00:00,Winter Solstice,True
1613-03-20T12:28:20+00:00,Vernal Equinox,True
1613-06-21T13:25:40+00:00,Summer Solstice,True
1613-09-23T00:57:07+00:00,Autumnal Equinox,True
1613-12-21T14:35:34+00:00,Winter Solstice,True
1614-03-20T18:14:46+00:00,Vernal Equinox,True
1614-06-21T19:16:55+00:00,Summer Solstice,True
1614-09-23T06:47:12+00:00,Autumnal Equinox,True
1614-12-21T20:22:59+00:00,Winter Solstice,True
1615-03-21T00:07:56+00:00,Vernal Equinox,True
1615-06-22T01:05:41+00:00,Summer Solstice,True
1615-09-23T12:33:20+00:00,Autumnal Equinox,True
1615-12-22T02:11:30+00:00,Winter Solstice,True
1616-03-20T05:46:06+00:00,Vernal Equinox,True
1616-06-21T06:36:56+00:00,Summer Solstice,True
1616-09-22T18:17:54+00:00,Autumnal Equinox,True
1616-12-21T08:04:56+00:00,Winter Solstice,True
1617-03-20T11:32:44+00:00,Vernal Equinox,True
1617-06-21T12:28:52+00:00,Summer Solstice,True
1617-09-23T00:09:31+00:00,Autumnal Equinox,True
1617-12-21T13:54:34+00:00,Winter Solstice,True
1618-03-20T17:23:00+00:00,Vernal Equinox,True
1618-06-21T18:18:24+00:00,Summer Solstice,True
1618-09-23T05:53:09+00:00,Autumnal Equinox,True
1618-12-21T19:41:18+00:00,Winter Solstice,True
1619-03-20T23:13:56+00:00,Vernal Equinox,True
1619-06-21T23:58:39+00:00,Summer Solstice,True
1619-09-23T11:35:54+00:00,Autumnal Equinox,True
1619-12-22T01:31:29+00:00,Winter Solstice,True
1620-03-20T05:09:51+00:00,Vernal Equinox,True
1620-06-21T05:51:08+00:00,Summer Solstice,True
1620-09-22T17:28:41+00:00,Autumnal Equinox,True
1620-12-21T07:19:14+00:00,Winter Solstice,True
1621-03-20T10:53:07+00:00,Vernal Equinox,True
1621-06-21T11:37:35+00:00,Summer Solstice,True
1621-09-22T23:18:02+00:00,Autumnal Equinox,True
1621-12-21T13:08:01+00:00,Winter Solstice,True
1622-03-20T16:40:41+00:00,Vernal Equinox,True
1622-06-21T17:32:55+00:00,Summer Solstice,True
1622-09-23T05:07:46+00:00,Autumnal Equinox,True
1622-12-21T18:59:49+00:00,Winter Solstice,True
1623-03-20T22:37:49+00:00,Vernal Equinox,True
1623-06-21T23:29:01+00:00,Summer Solstice,True
1623-09-23T10:57:59+00:00,Autumnal Equinox,True
1623-12-22T00:52:48+00:00,Winter Solstice,True
1624-03-20T04:22:23+00:00,Vernal Equinox,True
1624-06-21T05:04:47+00:00,Summer Solstice,True
1624-09-22T16:45:29+00:00,Autumnal Equinox,True
1624-12-21T06:43:09+00:00,Winter Solstice,True
1625-03-20T10:11:37+00:00,Vernal Equinox,True
1625-06-21T10:59:20+00:00,Summer Solstice,True
1625-09-22T22:43:38+00:00,Autumnal Equinox,True
1625-12-21T12:32:46+00:00,Winter Solstice,True
1626-03-20T16:06:00+00:00,Vernal Equinox,True
1626-06-21T16:54:20+00:00,Summer Solstice,True
1626-09-23T04:33:56+00:00,Autumnal Equinox,True
1626-12-21T18:21:23+00:00,Winter Solstice,True
1627-03-20T21:54:42+00:00,Vernal Equinox,True
1627-06-21T22:34:42+00:00,Summer Solstice,True
1627-09-23T10:17:37+00:00,Autumnal Equinox,True
1627-12-22T00:14:52+00:00,Winter Solstice,True
1628-03-20T03:46:04+00:00,Vernal Equinox,True
1628-06-21T04:27:39+00:00,Summer Solstice,True
1628-09-22T16:12:18+00:00,Autumnal Equinox,True
1628-12-21T06:08:50+00:00,Winter Solstice,True
1629-03-20T09:29:38+00:00,Vernal Equinox,True
1629-06-21T10:12:56+00:00,Summer Solstice,True
1629-09-22T21:59:12+00:00,Autumnal Equinox,True
1629-12-21T11:58:12+00:00,Winter Solstice,True
1630-03-20T15:18:25+00:00,Vernal Equinox,True
1630-06-21T16:02:44+00:00,Summer Solstice,True
1630-09-23T03:45:58+00:00,Autumnal Equinox,True
1630-12-21T17:47:41+00:00,Winter Solstice,True
1631-03-20T21:17:43+00:00,Vernal Equinox,True
1631-06-21T21:55:14+00:00,Summer Solstice,True
1631-09-23T09:35:06+00:00,Autumnal Equinox,True
1631-12-21T23:37:01+00:00,Winter Solstice,True
1632-03-20T03:03:20+00:00,Vernal Equinox,True
1632-06-21T03:29:24+00:00,Summer Solstice,True
1632-09-22T15:18:42+00:00,Autumnal Equinox,True
1632-12-21T05:23:22+00:00,Winter Solstice,True
1633-03-20T08:49:02+00:00,Vernal Equinox,True
1633-06-21T09:22:10+00:00,Summer Solstice,True
1633-09-22T21:11:35+00:00,Autumnal Equinox,True
1633-12-21T11:11:10+00:00,Winter Solstice,True
1634-03-20T14:38:22+00:00,Vernal Equinox,True
1634-06-21T15:17:06+00:00,Summer Solstice,True
1634-09-23T02:56:37+00:00,Autumnal Equinox,True
1634-12-21T16:57:38+00:00,Winter Solstice,True
1635-03-20T20:24:08+00:00,Vernal Equinox,True
1635-06-21T20:55:01+00:00,Summer Solstice,True
1635-09-23T08:34:23+00:00,Autumnal Equinox,True
1635-12-21T22:44:31+00:00,Winter Solstice,True
1636-03-20T02:11:28+00:00,Vernal Equinox,True
1636-06-21T02:44:44+00:00,Summer Solstice,True
1636-09-22T14:28:47+00:00,Autumnal Equinox,True
1636-12-21T04:32:17+00:00,Winter Solstice,True
1637-03-20T07:53:56+00:00,Vernal Equinox,True
1637-06-21T08:29:30+00:00,Summer Solstice,True
1637-09-22T20:17:23+00:00,Autumnal Equinox,True
1637-12-21T10:16:09+00:00,Winter Solstice,True
1638-03-20T13:39:05+00:00,Vernal Equinox,True
1638-06-21T14:16:19+00:00,Summer Solstice,True
1638-09-23T02:05:33+00:00,Autumnal Equinox,True
1638-12-21T16:04:53+00:00,Winter Solstice,True
1639-03-20T19:31:51+00:00,Vernal Equinox,True
1639-06-21T20:08:05+00:00,Summer Solstice,True
1639-09-23T07:57:13+00:00,Autumnal Equinox,True
1639-12-21T22:00:07+00:00,Winter Solstice,True
1640-03-20T01:15:09+00:00,Vernal Equinox,True
1640-06-21T01:42:47+00:00,Summer Solstice,True
1640-09-22T13:41:14+00:00,Autumnal Equinox,True
1640-12-21T03:53:29+00:00,Winter Solstice,True
1641-03-20T07:03:01+00:00,Vernal Equinox,True
1641-06-21T07:34:15+00:00,Summer Solstice,True
1641-09-22T19:35:14+00:00,Autumnal Equinox,True
1641-12-21T09:46:39+00:00,Winter Solstice,True
1642-03-20T12:59:16+00:00,Vernal Equinox,True
1642-06-21T13:30:57+00:00,Summer Solstice,True
1642-09-23T01:24:35+00:00,Autumnal Equinox,True
1642-12-21T15:38:28+00:00,Winter Solstice,True
1643-03-20T18:56:46+00:00,Vernal Equinox,True
1643-06-21T19:12:15+00:00,Summer Solstice,True
1643-09-23T07:05:58+00:00,Autumnal Equinox,True
1643-12-21T21:27:24+00:00,Winter Solstice,True
1644-03-20T00:50:50+00:00,Vernal Equinox,True
1644-06-21T01:06:30+00:00,Summer Solstice,True
1644-09-22T13:03:52+00:00,Autumnal Equinox,True
1644-12-21T03:20:02+00:00,Winter Solstice,True
1645-03-20T06:39:51+00:00,Vernal Equinox,True
1645-06-21T07:00:51+00:00,Summer Solstice,True
1645-09-22T18:54:21+00:00,Autumnal Equinox,True
1645-12-21T09:09:17+00:00,Winter Solstice,True
1646-03-20T12:28:26+00:00,Vernal Equinox,True
1646-06-21T12:52:34+00:00,Summer Solstice,True
1646-09-23T00:39:53+00:00,Autumnal Equinox,True
1646-12-21T14:57:32+00:00,Winter Solstice,True
1647-03-20T18:21:59+00:00,Vernal Equinox,True
1647-06-21T18:48:59+00:00,Summer Solstice,True
1647-09-23T06:33:48+00:00,Autumnal Equinox,True
1647-12-21T20:51:42+00:00,Winter Solstice,True
1648-03-20T00:08:27+00:00,Vernal Equinox,True
1648-06-21T00:26:58+00:00,Summer Solstice,True
1648-09-22T12:19:25+00:00,Autumnal Equinox,True
1648-12-21T02:37:12+00:00,Winter Solstice,True
1649-03-20T05:52:42+00:00,Vernal Equinox,True
1649-06-21T06:15:22+00:00,Summer Solstice,True
1649-09-22T18:14:21+00:00,Autumnal Equinox,True
1649-12-21T08:23:21+00:00,Winter Solstice,True
1650-03-20T11:42:23+00:00,Vernal Equinox,True
1650-06-21T12:09:59+00:00,Summer Solstice,True
1650-09-23T00:05:39+00:00,Autumnal Equinox,True
1650-12-21T14:13:53+00:00,Winter Solstice,True
1651-03-20T17:30:33+00:00,Vernal Equinox,True
1651-06-21T17:45:37+00:00,Summer Solstice,True
1651-09-23T05:42:32+00:00,Autumnal Equinox,True
1651-12-21T20:01:12+00:00,Winter Solstice,True
1652-03-19T23:13:10+00:00,Vernal Equinox,True
1652-06-20T23:31:19+00:00,Summer Solstice,True
1652-09-22T11:35:15+00:00,Autumnal Equinox,True
1652-12-21T01:54:26+00:00,Winter Solstice,True
1653-03-20T04:57:34+00:00,Vernal Equinox,True
1653-06-21T05:19:05+00:00,Summer Solstice,True
1653-09-22T17:21:44+00:00,Autumnal Equinox,True
1653-12-21T07:43:15+00:00,Winter Solstice,True
1654-03-20T10:46:01+00:00,Vernal Equinox,True
1654-06-21T11:01:48+00:00,Summer Solstice,True
1654-09-22T23:01:01+00:00,Autumnal Equinox,True
1654-12-21T13:26:22+00:00,Winter Solstice,True
1655-03-20T16:39:51+00:00,Vernal Equinox,True
1655-06-21T16:52:31+00:00,Summer Solstice,True
1655-09-23T04:53:38+00:00,Autumnal Equinox,True
1655-12-21T19:20:09+00:00,Winter Solstice,True
1656-03-19T22:29:32+00:00,Vernal Equinox,True
1656-06-20T22:31:07+00:00,Summer Solstice,True
1656-09-22T10:36:33+00:00,Autumnal Equinox,True
1656-12-21T01:05:13+00:00,Winter Solstice,True
1657-03-20T04:13:29+00:00,Vernal Equinox,True
1657-06-21T04:20:18+00:00,Summer Solstice,True
1657-09-22T16:26:39+00:00,Autumnal Equinox,True
1657-12-21T06:52:43+00:00,Winter Solstice,True
1658-03-20T10:04:33+00:00,Vernal Equinox,True
1658-06-21T10:20:38+00:00,Summer Solstice,True
1658-09-22T22:18:49+00:00,Autumnal Equinox,True
1658-12-21T12:46:26+00:00,Winter Solstice,True
1659-03-20T15:57:35+00:00,Vernal Equinox,True
1659-06-21T16:01:50+00:00,Summer Solstice,True
1659-09-23T03:56:53+00:00,Autumnal Equinox,True
1659-12-21T18:32:08+00:00,Winter Solstice,True
1660-03-19T21:44:30+00:00,Vernal Equinox,True
1660-06-20T21:51:38+00:00,Summer Solstice,True
1660-09-22T09:55:22+00:00,Autumnal Equinox,True
1660-12-21T00:23:50+00:00,Winter Solstice,True
1661-03-20T03:32:56+00:00,Vernal Equinox,True
1661-06-21T03:45:39+00:00,Summer Solstice,True
1661-09-22T15:50:42+00:00,Autumnal Equinox,True
1661-12-21T06:14:00+00:00,Winter Solstice,True
1662-03-20T09:23:45+00:00,Vernal Equinox,True
1662-06-21T09:33:32+00:00,Summer Solstice,True
1662-09-22T21:36:08+00:00,Autumnal Equinox,True
1662-12-21T12:00:52+00:00,Winter Solstice,True
1663-03-20T15:14:51+00:00,Vernal Equinox,True
1663-06-21T15:27:06+00:00,Summer Solstice,True
1663-09-23T03:33:29+00:00,Autumnal Equinox,True
1663-12-21T18:02:00+00:00,Winter Solstice,True
1664-03-19T21:03:36+00:00,Vernal Equinox,True
1664-06-20T21:09:25+00:00,Summer Solstice,True
1664-09-22T09:20:29+00:00,Autumnal Equinox,True
1664-12-20T23:54:55+00:00,Winter Solstice,True
1665-03-20T02:50:54+00:00,Vernal Equinox,True
1665-06-21T02:57:22+00:00,Summer Solstice,True
1665-09-22T15:10:40+00:00,Autumnal Equinox,True
1665-12-21T05:44:18+00:00,Winter Solstice,True
1666-03-20T08:44:21+00:00,Vernal Equinox,True
1666-06-21T08:54:30+00:00,Summer Solstice,True
1666-09-22T21:04:42+00:00,Autumnal Equinox,True
1666-12-21T11:38:32+00:00,Winter Solstice,True
1667-03-20T14:42:43+00:00,Vernal Equinox,True
1667-06-21T14:34:38+00:00,Summer Solstice,True
1667-09-23T02:41:48+00:00,Autumnal Equinox,True
1667-12-21T17:22:09+00:00,Winter Solstice,True
1668-03-19T20:29:23+00:00,Vernal Equinox,True
1668-06-20T20:21:08+00:00,Summer Solstice,True
1668-09-22T08:35:16+00:00,Autumnal Equinox,True
1668-12-20T23:11:37+00:00,Winter Solstice,True
1669-03-20T02:13:28+00:00,Vernal Equinox,True
1669-06-21T02:14:37+00:00,Summer Solstice,True
1669-09-22T14:25:07+00:00,Autumnal Equinox,True
1669-12-21T05:01:15+00:00,Winter Solstice,True
1670-03-20T08:01:32+00:00,Vernal Equinox,True
1670-06-21T08:00:30+00:00,Summer Solstice,True
1670-09-22T20:02:33+00:00,Autumnal Equinox,True
1670-12-21T10:42:37+00:00,Winter Solstice,True
1671-03-20T13:47:29+00:00,Vernal Equinox,True
1671-06-21T13:48:19+00:00,Summer Solstice,True
1671-09-23T01:53:38+00:00,Autumnal Equinox,True
1671-12-21T16:34:44+00:00,Winter Solstice,True
1672-03-19T19:32:40+00:00,Vernal Equinox,True
1672-06-20T19:27:29+00:00,Summer Solstice,True
1672-09-22T07:38:52+00:00,Autumnal Equinox,True
1672-12-20T22:19:57+00:00,Winter Solstice,True
1673-03-20T01:17:48+00:00,Vernal Equinox,True
1673-06-21T01:11:21+00:00,Summer Solstice,True
1673-09-22T13:26:48+00:00,Autumnal Equinox,True
1673-12-21T04:01:07+00:00,Winter Solstice,True
1674-03-20T07:02:57+00:00,Vernal Equinox,True
1674-06-21T07:04:49+00:00,Summer Solstice,True
1674-09-22T19:21:06+00:00,Autumnal Equinox,True
1674-12-21T09:55:46+00:00,Winter Solstice,True
1675-03-20T12:56:21+00:00,Vernal Equinox,True
1675-06-21T12:45:24+00:00,Summer Solstice,True
1675-09-23T00:58:14+00:00,Autumnal Equinox,True
