datetime,event_type,all_day
1561-03-11T20:02:04+00:00,Full Moon,True
1561-04-10T05:49:21+00:00,Full Moon,True
1561-05-09T13:37:07+00:00,Full Moon,True
1561-06-07T20:27:31+00:00,Full Moon,True
1561-07-07T03:33:08+00:00,Full Moon,True
1561-08-05T12:02:15+00:00,Full Moon,True
1561-09-03T22:47:15+00:00,Full Moon,True
1561-10-03T12:17:02+00:00,Full Moon,True
1561-11-02T04:33:08+00:00,Full Moon,True
1561-12-01T23:04:55+00:00,Full Moon,True
1561-12-31T18:41:45+00:00,Full Moon,True
1562-01-30T13:38:05+00:00,Full Moon,True
1562-03-01T06:10:10+00:00,Full Moon,True
1562-03-30T19:24:32+00:00,Full Moon,True
1562-04-29T05:33:31+00:00,Full Moon,True
1562-05-28T13:33:00+00:00,Full Moon,True
1562-06-26T20:31:48+00:00,Full Moon,True
1562-07-26T03:32:51+00:00,Full Moon,True
1562-08-24T11:28:24+00:00,Full Moon,True
1562-09-22T21:04:11+00:00,Full Moon,True
1562-10-22T09:03:41+00:00,Full Moon,True
1562-11-21T00:00:34+00:00,Full Moon,True
1562-12-20T17:52:16+00:00,Full Moon,True
1563-01-19T13:31:02+00:00,Full Moon,True
1563-02-18T08:54:53+00:00,Full Moon,True
1563-03-20T02:09:28+00:00,Full Moon,True
1563-04-18T16:22:27+00:00,Full Moon,True
1563-05-18T03:44:08+00:00,Full Moon,True
1563-06-16T12:56:59+00:00,Full Moon,True
1563-07-15T20:50:31+00:00,Full Moon,True
1563-08-14T04:13:05+00:00,Full Moon,True
1563-09-12T11:54:31+00:00,Full Moon,True
1563-10-11T20:49:31+00:00,Full Moon,True
1563-11-10T07:52:52+00:00,Full Moon,True
1563-12-09T21:41:37+00:00,Full Moon,True
1564-01-08T14:09:55+00:00,Full Moon,True
1564-02-07T08:18:49+00:00,Full Moon,True
1564-03-08T02:40:01+00:00,Full Moon,True
1564-04-06T19:55:01+00:00,Full Moon,True
1564-05-06T11:15:23+00:00,Full Moon,True
1564-06-05T00:21:11+00:00,Full Moon,True
1564-07-04T11:15:40+00:00,Full Moon,True
1564-08-02T20:24:34+00:00,Full Moon,True
1564-09-01T04:34:39+00:00,Full Moon,True
1564-09-30T12:45:56+00:00,Full Moon,True
1564-10-29T21:57:08+00:00,Full Moon,True
1564-11-28T08:48:40+00:00,Full Moon,True
1564-12-27T21:31:59+00:00,Full Moon,True
1565-01-26T11:53:33+00:00,Full Moon,True
1565-02-25T03:29:44+00:00,Full Moon,True
1565-03-26T19:54:28+00:00,Full Moon,True
1565-04-25T12:32:10+00:00,Full Moon,True
1565-05-25T04:32:30+00:00,Full Moon,True
1565-06-23T19:03:53+00:00,Full Moon,True
1565-07-23T07:39:10+00:00,Full Moon,True
1565-08-21T18:30:31+00:00,Full Moon,True
1565-09-20T04:21:50+00:00,Full Moon,True
1565-10-19T14:05:27+00:00,Full Moon,True
1565-11-18T00:17:54+00:00,Full Moon,True
1565-12-17T11:09:30+00:00,Full Moon,True
1566-01-15T22:36:02+00:00,Full Moon,True
1566-02-14T10:40:51+00:00,Full Moon,True
1566-03-15T23:41:50+00:00,Full Moon,True
1566-04-14T13:54:09+00:00,Full Moon,True
1566-05-14T05:07:05+00:00,Full Moon,True
1566-06-12T20:40:47+00:00,Full Moon,True
1566-07-12T11:47:48+00:00,Full Moon,True
1566-08-11T01:59:11+00:00,Full Moon,True
1566-09-09T15:12:40+00:00,Full Moon,True
1566-10-09T03:41:06+00:00,Full Moon,True
1566-11-07T15:35:11+00:00,Full Moon,True
1566-12-07T02:56:06+00:00,Full Moon,True
1567-01-05T13:43:15+00:00,Full Moon,True
1567-02-04T00:07:06+00:00,Full Moon,True
1567-03-05T10:33:01+00:00,Full Moon,True
1567-04-03T21:32:04+00:00,Full Moon,True
1567-05-03T09:27:09+00:00,Full Moon,True
1567-06-01T22:26:42+00:00,Full Moon,True
1567-07-01T12:28:29+00:00,Full Moon,True
1567-07-31T03:25:10+00:00,Full Moon,True
1567-08-29T19:02:23+00:00,Full Moon,True
1567-09-28T10:51:17+00:00,Full Moon,True
1567-10-28T02:08:30+00:00,Full Moon,True
1567-11-26T16:12:09+00:00,Full Moon,True
1567-12-26T04:43:15+00:00,Full Moon,True
1568-01-24T15:50:58+00:00,Full Moon,True
1568-02-23T01:59:19+00:00,Full Moon,True
1568-03-23T11:32:40+00:00,Full Moon,True
1568-04-21T20:53:21+00:00,Full Moon,True
1568-05-21T06:28:52+00:00,Full Moon,True
1568-06-19T16:57:59+00:00,Full Moon,True
1568-07-19T05:05:46+00:00,Full Moon,True
1568-08-17T19:25:22+00:00,Full Moon,True
1568-09-16T11:52:50+00:00,Full Moon,True
1568-10-16T05:33:45+00:00,Full Moon,True
1568-11-14T23:02:42+00:00,Full Moon,True
1568-12-14T15:07:34+00:00,Full Moon,True
1569-01-13T05:17:13+00:00,Full Moon,True
1569-02-11T17:31:51+00:00,Full Moon,True
1569-03-13T04:01:13+00:00,Full Moon,True
1569-04-11T12:58:57+00:00,Full Moon,True
1569-05-10T20:52:40+00:00,Full Moon,True
1569-06-09T04:32:11+00:00,Full Moon,True
1569-07-08T13:05:09+00:00,Full Moon,True
1569-08-06T23:40:46+00:00,Full Moon,True
1569-09-05T13:05:29+00:00,Full Moon,True
1569-10-05T05:19:44+00:00,Full Moon,True
1569-11-03T23:32:14+00:00,Full Moon,True
1569-12-03T18:20:56+00:00,Full Moon,True
1570-01-02T12:24:12+00:00,Full Moon,True
1570-02-01T04:37:38+00:00,Full Moon,True
1570-03-02T18:19:00+00:00,Full Moon,True
1570-04-01T05:15:04+00:00,Full Moon,True
1570-04-30T13:48:01+00:00,Full Moon,True
1570-05-29T20:51:09+00:00,Full Moon,True
1570-06-28T03:35:12+00:00,Full Moon,True
1570-07-27T11:13:04+00:00,Full Moon,True
1570-08-25T20:46:27+00:00,Full Moon,True
1570-09-24T08:56:05+00:00,Full Moon,True
1570-10-23T23:56:20+00:00,Full Moon,True
1570-11-22T17:31:57+00:00,Full Moon,True
1570-12-22T12:51:27+00:00,Full Moon,True
1571-01-21T08:23:11+00:00,Full Moon,True
1571-02-20T02:15:55+00:00,Full Moon,True
1571-03-21T17:07:12+00:00,Full Moon,True
1571-04-20T04:38:55+00:00,Full Moon,True
1571-05-19T13:30:36+00:00,Full Moon,True
1571-06-17T20:49:07+00:00,Full Moon,True
1571-07-17T03:42:35+00:00,Full Moon,True
1571-08-15T11:08:40+00:00,Full Moon,True
1571-09-13T19:54:39+00:00,Full Moon,True
1571-10-13T06:43:11+00:00,Full Moon,True
1571-11-11T20:12:47+00:00,Full Moon,True
1571-12-11T12:41:31+00:00,Full Moon,True
1572-01-10T07:35:52+00:00,Full Moon,True
1572-02-09T03:16:56+00:00,Full Moon,True
1572-03-09T21:39:51+00:00,Full Moon,True
1572-04-08T13:19:46+00:00,Full Moon,True
1572-05-08T01:59:39+00:00,Full Moon,True
1572-06-06T12:10:24+00:00,Full Moon,True
1572-07-05T20:40:17+00:00,Full Moon,True
1572-08-04T04:18:15+00:00,Full Moon,True
1572-09-02T11:52:01+00:00,Full Moon,True
1572-10-01T20:12:07+00:00,Full Moon,True
1572-10-31T06:12:24+00:00,Full Moon,True
1572-11-29T18:39:15+00:00,Full Moon,True
1572-12-29T09:49:08+00:00,Full Moon,True
1573-01-28T03:08:50+00:00,Full Moon,True
1573-02-26T21:22:25+00:00,Full Moon,True
1573-03-28T15:06:15+00:00,Full Moon,True
1573-04-27T07:19:34+00:00,Full Moon,True
1573-05-26T21:30:49+00:00,Full Moon,True
1573-06-25T09:32:13+00:00,Full Moon,True
1573-07-24T19:37:07+00:00,Full Moon,True
1573-08-23T04:20:33+00:00,Full Moon,True
1573-09-21T12:35:32+00:00,Full Moon,True
1573-10-20T21:21:31+00:00,Full Moon,True
1573-11-19T07:27:31+00:00,Full Moon,True
1573-12-18T19:17:17+00:00,Full Moon,True
1574-01-17T08:46:28+00:00,Full Moon,True
1574-02-15T23:35:17+00:00,Full Moon,True
1574-03-17T15:22:13+00:00,Full Moon,True
1574-04-16T07:42:30+00:00,Full Moon,True
1574-05-15T23:57:36+00:00,Full Moon,True
1574-06-14T15:16:40+00:00,Full Moon,True
1574-07-14T04:57:18+00:00,Full Moon,True
1574-08-12T16:49:06+00:00,Full Moon,True
1574-09-11T03:19:09+00:00,Full Moon,True
1574-10-10T13:15:58+00:00,Full Moon,True
1574-11-08T23:23:49+00:00,Full Moon,True
1574-12-08T10:03:19+00:00,Full Moon,True
1575-01-06T21:12:41+00:00,Full Moon,True
1575-02-05T08:48:33+00:00,Full Moon,True
1575-03-06T21:03:45+00:00,Full Moon,True
1575-04-05T10:21:08+00:00,Full Moon,True
1575-05-05T00:49:39+00:00,Full Moon,True
1575-06-03T16:07:38+00:00,Full Moon,True
1575-07-03T07:31:02+00:00,Full Moon,True
1575-08-01T22:19:20+00:00,Full Moon,True
1575-08-31T12:14:55+00:00,Full Moon,True
1575-09-30T01:21:35+00:00,Full Moon,True
1575-10-29T13:48:58+00:00,Full Moon,True
1575-11-28T01:39:19+00:00,Full Moon,True
1575-12-27T12:48:41+00:00,Full Moon,True
1576-01-25T23:19:44+00:00,Full Moon,True
1576-02-24T09:31:31+00:00,Full Moon,True
1576-03-24T19:55:52+00:00,Full Moon,True
1576-04-23T07:04:09+00:00,Full Moon,True
1576-05-22T19:15:48+00:00,Full Moon,True
1576-06-21T08:36:49+00:00,Full Moon,True
1576-07-20T23:04:47+00:00,Full Moon,True
1576-08-19T14:30:31+00:00,Full Moon,True
1576-09-18T06:31:54+00:00,Full Moon,True
1576-10-17T22:28:18+00:00,Full Moon,True
1576-11-16T13:29:23+00:00,Full Moon,True
1576-12-16T02:58:23+00:00,Full Moon,True
1577-01-14T14:48:59+00:00,Full Moon,True
1577-02-13T01:19:58+00:00,Full Moon,True
1577-03-14T10:58:17+00:00,Full Moon,True
1577-04-12T20:09:17+00:00,Full Moon,True
1577-05-12T05:19:32+00:00,Full Moon,True
1577-06-10T15:04:27+00:00,Full Moon,True
1577-07-10T02:09:34+00:00,Full Moon,True
1577-08-08T15:18:57+00:00,Full Moon,True
1577-09-07T06:51:32+00:00,Full Moon,True
1577-10-07T00:17:33+00:00,Full Moon,True
1577-11-05T18:18:59+00:00,Full Moon,True
1577-12-05T11:26:32+00:00,Full Moon,True
1578-01-04T02:43:35+00:00,Full Moon,True
1578-02-02T15:55:56+00:00,Full Moon,True
1578-03-04T03:11:24+00:00,Full Moon,True
1578-04-02T12:43:26+00:00,Full Moon,True
1578-05-01T20:53:56+00:00,Full Moon,True
1578-05-31T04:23:26+00:00,Full Moon,True
1578-06-29T12:13:24+00:00,Full Moon,True
1578-07-28T21:35:56+00:00,Full Moon,True
1578-08-27T09:33:05+00:00,Full Moon,True
1578-09-26T00:31:06+00:00,Full Moon,True
1578-10-25T18:02:40+00:00,Full Moon,True
1578-11-24T12:54:30+00:00,Full Moon,True
1578-12-24T07:37:59+00:00,Full Moon,True
1579-01-23T00:56:37+00:00,Full Moon,True
1579-02-21T15:56:00+00:00,Full Moon,True
1579-03-23T04:08:42+00:00,Full Moon,True
1579-04-21T13:41:20+00:00,Full Moon,True
1579-05-20T21:15:02+00:00,Full Moon,True
1579-06-19T03:55:00+00:00,Full Moon,True
1579-07-18T10:55:30+00:00,Full Moon,True
1579-08-16T19:25:32+00:00,Full Moon,True
1579-09-15T06:17:04+00:00,Full Moon,True
1579-10-14T19:57:10+00:00,Full Moon,True
1579-11-13T12:24:23+00:00,Full Moon,True
1579-12-13T07:04:42+00:00,Full Moon,True
1580-01-12T02:44:43+00:00,Full Moon,True
1580-02-10T21:37:52+00:00,Full Moon,True
1580-03-11T14:01:56+00:00,Full Moon,True
1580-04-10T03:06:28+00:00,Full Moon,True
1580-05-09T13:06:41+00:00,Full Moon,True
1580-06-07T21:00:46+00:00,Full Moon,True
1580-07-07T03:59:15+00:00,Full Moon,True
1580-08-05T11:05:48+00:00,Full Moon,True
1580-09-03T19:11:48+00:00,Full Moon,True
1580-10-03T05:00:08+00:00,Full Moon,True
1580-11-01T17:10:17+00:00,Full Moon,True
1580-12-01T08:11:59+00:00,Full Moon,True
1580-12-31T02:00:08+00:00,Full Moon,True
1581-01-29T21:27:22+00:00,Full Moon,True
1581-02-28T16:35:33+00:00,Full Moon,True
1581-03-30T09:35:36+00:00,Full Moon,True
1581-04-28T23:38:46+00:00,Full Moon,True
1581-05-28T10:56:56+00:00,Full Moon,True
1581-06-26T20:13:04+00:00,Full Moon,True
1581-07-26T04:16:36+00:00,Full Moon,True
1581-08-24T11:54:40+00:00,Full Moon,True
1581-09-22T19:54:23+00:00,Full Moon,True
1581-10-22T05:06:22+00:00,Full Moon,True
1581-11-20T16:20:28+00:00,Full Moon,True
1581-12-20T06:09:05+00:00,Full Moon,True
1582-01-18T22:24:10+00:00,Full Moon,True
1582-02-17T16:09:24+00:00,Full Moon,True
1582-03-19T10:03:45+00:00,Full Moon,True
1582-04-18T02:56:48+00:00,Full Moon,True
1582-05-17T18:05:46+00:00,Full Moon,True
1582-06-16T07:12:45+00:00,Full Moon,True
1582-07-15T18:19:53+00:00,Full Moon,True
1582-08-14T03:49:34+00:00,Full Moon,True
1582-09-12T12:24:29+00:00,Full Moon,True
1582-10-11T21:00:24+00:00,Full Moon,True
1582-11-10T06:31:17+00:00,Full Moon,True
1582-12-09T17:32:15+00:00,Full Moon,True
1583-01-08T06:10:18+00:00,Full Moon,True
1583-02-06T20:11:07+00:00,Full Moon,True
1583-03-08T11:15:27+00:00,Full Moon,True
1583-04-07T03:05:28+00:00,Full Moon,True
1583-05-06T19:15:18+00:00,Full Moon,True
1583-06-05T11:02:37+00:00,Full Moon,True
1583-07-05T01:38:57+00:00,Full Moon,True
1583-08-03T14:34:21+00:00,Full Moon,True
1583-09-02T01:54:55+00:00,Full Moon,True
1583-10-01T12:18:08+00:00,Full Moon,True
1583-10-30T22:30:30+00:00,Full Moon,True
1583-11-29T09:02:52+00:00,Full Moon,True
1583-12-28T20:00:39+00:00,Full Moon,True
1584-01-27T07:17:20+00:00,Full Moon,True
1584-02-25T18:57:44+00:00,Full Moon,True
1584-03-26T07:24:34+00:00,Full Moon,True
1584-04-24T21:00:31+00:00,Full Moon,True
1584-05-24T11:44:22+00:00,Full Moon,True
1584-06-23T03:04:36+00:00,Full Moon,True
1584-07-22T18:17:18+00:00,Full Moon,True
1584-08-21T08:51:06+00:00,Full Moon,True
1584-09-19T22:37:27+00:00,Full Moon,True
1584-10-19T11:41:19+00:00,Full Moon,True
1584-11-18T00:05:24+00:00,Full Moon,True
1584-12-17T11:44:14+00:00,Full Moon,True
1585-01-15T22:33:42+00:00,Full Moon,True
1585-02-14T08:44:33+00:00,Full Moon,True
1585-03-15T18:45:22+00:00,Full Moon,True
1585-04-14T05:12:14+00:00,Full Moon,True
1585-05-13T16:34:40+00:00,Full Moon,True
1585-06-12T05:08:25+00:00,Full Moon,True
1585-07-11T18:57:38+00:00,Full Moon,True
1585-08-10T09:58:37+00:00,Full Moon,True
1585-09-09T01:56:46+00:00,Full Moon,True
1585-10-08T18:18:23+00:00,Full Moon,True
1585-11-07T10:11:06+00:00,Full Moon,True
1585-12-07T00:43:05+00:00,Full Moon,True
1586-01-05T13:28:31+00:00,Full Moon,True
1586-02-04T00:34:41+00:00,Full Moon,True
1586-03-05T10:27:48+00:00,Full Moon,True
1586-04-03T19:37:01+00:00,Full Moon,True
1586-05-03T04:30:19+00:00,Full Moon,True
1586-06-01T13:40:28+00:00,Full Moon,True
1586-06-30T23:50:29+00:00,Full Moon,True
1586-07-30T11:49:09+00:00,Full Moon,True
1586-08-29T02:12:43+00:00,Full Moon,True
1586-09-27T18:58:14+00:00,Full Moon,True
1586-10-27T13:07:24+00:00,Full Moon,True
1586-11-26T07:06:07+00:00,Full Moon,True
1586-12-25T23:32:56+00:00,Full Moon,True
1587-01-24T13:51:11+00:00,Full Moon,True
1587-02-23T02:00:36+00:00,Full Moon,True
1587-03-24T12:14:31+00:00,Full Moon,True
1587-04-22T20:52:15+00:00,Full Moon,True
1587-05-22T04:26:35+00:00,Full Moon,True
1587-06-20T11:50:34+00:00,Full Moon,True
1587-07-19T20:13:45+00:00,Full Moon,True
1587-08-18T06:46:50+00:00,Full Moon,True
1587-09-16T20:17:37+00:00,Full Moon,True
1587-10-16T12:46:10+00:00,Full Moon,True
1587-11-15T07:17:39+00:00,Full Moon,True
1587-12-15T02:24:03+00:00,Full Moon,True
1588-01-13T20:38:01+00:00,Full Moon,True
1588-02-12T12:52:21+00:00,Full Moon,True
1588-03-13T02:25:47+00:00,Full Moon,True
1588-04-11T13:09:02+00:00,Full Moon,True
1588-05-10T21:28:47+00:00,Full Moon,True
1588-06-09T04:21:39+00:00,Full Moon,True
1588-07-08T11:00:18+00:00,Full Moon,True
1588-08-06T18:38:20+00:00,Full Moon,True
1588-09-05T04:17:14+00:00,Full Moon,True
1588-10-04T16:36:15+00:00,Full Moon,True
1588-11-03T07:47:02+00:00,Full Moon,True
1588-12-03T01:31:02+00:00,Full Moon,True
1589-01-01T20:54:00+00:00,Full Moon,True
1589-01-31T16:22:58+00:00,Full Moon,True
1589-03-02T10:07:54+00:00,Full Moon,True
1589-04-01T00:49:16+00:00,Full Moon,True
1589-04-30T12:11:54+00:00,Full Moon,True
1589-05-29T20:57:33+00:00,Full Moon,True
1589-06-28T04:14:45+00:00,Full Moon,True
1589-07-27T11:12:42+00:00,Full Moon,True
1589-08-25T18:48:45+00:00,Full Moon,True
1589-09-24T03:47:56+00:00,Full Moon,True
1589-10-23T14:48:58+00:00,Full Moon,True
1589-11-22T04:26:00+00:00,Full Moon,True
1589-12-21T20:53:41+00:00,Full Moon,True
1590-01-20T15:37:38+00:00,Full Moon,True
1590-02-19T11:01:57+00:00,Full Moon,True
1590-03-21T05:07:30+00:00,Full Moon,True
1590-04-19T20:34:32+00:00,Full Moon,True
1590-05-19T09:08:27+00:00,Full Moon,True
1590-06-17T19:20:49+00:00,Full Moon,True
1590-07-17T03:59:46+00:00,Full Moon,True
1590-08-15T11:53:13+00:00,Full Moon,True
1590-09-13T19:46:26+00:00,Full Moon,True
1590-10-13T04:25:59+00:00,Full Moon,True
1590-11-11T14:40:43+00:00,Full Moon,True
1590-12-11T03:11:49+00:00,Full Moon,True
1591-01-09T18:12:22+00:00,Full Moon,True
1591-02-08T11:09:54+00:00,Full Moon,True
1591-03-10T04:54:42+00:00,Full Moon,True
1591-04-08T22:11:59+00:00,Full Moon,True
1591-05-08T14:08:22+00:00,Full Moon,True
1591-06-07T04:15:57+00:00,Full Moon,True
1591-07-06T16:26:48+00:00,Full Moon,True
1591-08-05T02:51:19+00:00,Full Moon,True
1591-09-03T12:00:12+00:00,Full Moon,True
1591-10-02T20:41:50+00:00,Full Moon,True
1591-11-01T05:50:55+00:00,Full Moon,True
1591-11-30T16:11:13+00:00,Full Moon,True
1591-12-30T04:01:33+00:00,Full Moon,True
1592-01-28T17:15:23+00:00,Full Moon,True
1592-02-27T07:35:28+00:00,Full Moon,True
1592-03-27T22:47:15+00:00,Full Moon,True
1592-04-26T14:35:19+00:00,Full Moon,True
1592-05-26T06:30:14+00:00,Full Moon,True
1592-06-24T21:46:41+00:00,Full Moon,True
1592-07-24T11:41:58+00:00,Full Moon,True
1592-08-23T00:00:29+00:00,Full Moon,True
1592-09-21T11:02:36+00:00,Full Moon,True
1592-10-20T21:30:32+00:00,Full Moon,True
1592-11-19T08:02:46+00:00,Full Moon,True
1592-12-18T18:54:30+00:00,Full Moon,True
1593-01-17T06:00:29+00:00,Full Moon,True
1593-02-15T17:17:27+00:00,Full Moon,True
1593-03-17T05:01:52+00:00,Full Moon,True
1593-04-15T17:42:55+00:00,Full Moon,True
1593-05-15T07:38:07+00:00,Full Moon,True
1593-06-13T22:34:57+00:00,Full Moon,True
1593-07-13T13:55:32+00:00,Full Moon,True
1593-08-12T04:59:41+00:00,Full Moon,True
1593-09-10T19:24:54+00:00,Full Moon,True
1593-10-10T09:07:24+00:00,Full Moon,True
1593-11-08T22:08:27+00:00,Full Moon,True
1593-12-08T10:22:37+00:00,Full Moon,True
1594-01-06T21:40:51+00:00,Full Moon,True
1594-02-05T08:04:41+00:00,Full Moon,True
1594-03-06T17:55:34+00:00,Full Moon,True
1594-04-05T03:49:52+00:00,Full Moon,True
1594-05-04T14:24:59+00:00,Full Moon,True
1594-06-03T02:07:20+00:00,Full Moon,True
1594-07-02T15:09:45+00:00,Full Moon,True
1594-08-01T05:34:46+00:00,Full Moon,True
1594-08-30T21:14:45+00:00,Full Moon,True
1594-09-29T13:44:41+00:00,Full Moon,True
1594-10-29T06:16:29+00:00,Full Moon,True
1594-11-27T21:49:36+00:00,Full Moon,True
1594-12-27T11:38:44+00:00,Full Moon,True
1595-01-25T23:33:48+00:00,Full Moon,True
1595-02-24T09:54:32+00:00,Full Moon,True
